ID,hivCaseReportNumber,name,fathersName,fathersFatherName,mothersName,mothersFatherName,gender,dob,district,town,PhoneNumber
rec-00000229-aaa-0,hT/H6/PSI/xJBBZ,Nebiyu,Asamnew,Gezahegn,Zerfu,Eyob,male,20011221,SNNP,Gacho Baba,091-428-6349
rec-00000230-aaa-0,Hr/Vh/qjE/BtfOT,Gedle,Ali,Ibrhem,Wondyifraw,Shimelis,male,19970928,Sidama,Malga,011-342-8553
rec-00000230-bbb-0,Hr/Vh/qjE/BtfOT,Gedle,Alo,Ibrhem,Wondyifraw,Shimelis,ma|e,,Sidaa,Malga,011-342-8553
rec-00000231-aaa-0,2d/k8/fii/JavJT,Adem,Tadesse,Amena,Jemal,Kassaye,male,20001207,Amhara,Debay Telatgen,011-652-3080
rec-00000231-bbb-0,2d/k8/fii/JavJT,Adem,,Amena,Jemal,Kassaye,make,200o1207,Amhara,Debay Telatgen,011-652-3980
rec-00000231-bbb-1,2d/k8/fii/JavJT,Atem,Tadesse,,Jemal,Kassaye,malw,20001207,Amhara,Debay Te1atgen,011-652-3080
rec-00000232-aaa-0,k1/zq/IaB/uREqt,Senait,Bitew,Shibrie,Woldetsadik,Tasew,female,20050203,Oromia,Arero,011-314-4096
rec-00000233-aaa-0,cb/D7/T0q/BTicM,Elias,Takele,Gebremeohin,Ibrahim,Kebede,male,20000130,Oromia,Kiltu Kara,091-849-5142
rec-00000233-bbb-0,cb/D7/T0q/BTicM,Eljas,Takeje,Gebremeohin,Ibrahim,Kebede,male,20000130,Oromi,Kiltu Kara,0o1-849-5142
rec-00000234-aaa-0,0B/OJ/Nsn/snwrg,Tesfaye,Mesfin,Gebrewold,Areaya,Kassaou,male,19980114,SNNP,Boloso Bombe,091-148-4237
rec-00000235-aaa-0,8R/vh/7Qf/TwAQe,Amina,Abraha,Werku,Wooajo,Hajiso,female,19960827,Tigray,Agulae,011-654-9852
rec-00000236-aaa-0,H5/Ef/3CL/413y0,Wogayehu,Bogale,Worku,Tefera,Abdu,male,19910826,Oromia,Haro Maya,011-651-6766
rec-00000236-bbb-0,H5/Ef/3CL/413y0,Wokayehu,Bogale,Worju,Tefera,Abdu,mal3,,Oromia,Haro Maya,011-651-6766
rec-00000236-bbb-1,H5/Ef/eCL/413y0,Wokayehu,Bogale,Wotku,Tefera,Abdu,male,19910826,Oromia,Har0 Maya,011-651-6766
rec-00000237-aaa-0,C0/L2/uSe/ujzWA,Tenaw,Loji,Beori,Gebreselassie,Abi,male,19981216,Amhara,Quarit,011-111-1972
rec-00000238-aaa-0,c3/uo/1mV/IuCd9,Tefera,Jemal,Mersia,Mekonnen,Gebreegziabhaier,male,19931002,Amhara,Semada,034-769-4150
rec-00000239-aaa-0,ei/MT/vF6/3bt0l,Kassahun,Gebremichael,Ebrahim,Adamu,Shewandagn,male,20000303,Oromia,Degeluna Tijo,091-412-5519
rec-00000240-aaa-0,T7/wW/vTu/3HQPk,Filimon,Abreham,Tadesse,Teshome,Gebrehiwot,male,19960817,Oromia,Burqua Dhintu,011-317-4064
rec-00000240-bbb-0,,Filimon,Abreham,Tades5e,Teshome,Gebrehiwot,male,199608q7,Oroia,Burqua Dhintu,011-317-4064
rec-00000240-bbb-1,T7/wW/vTu/wHQPk,Filimon,Abrebam,Tadesse,Teshome,Gebrehiwot,maje,19960817,Oromia,Burqva Dhintu,011-317-4064
rec-00000241-aaa-0,0d/kX/TuY/9mDfn,Tesgaye,Ahmed,Esubalew,Gebreegziabher,Ermias,male,20040701,Oromia,Nunu Kumba,046-621-8726
rec-00000242-aaa-0,ZU/Or/dqF/yH7rS,Kahsay,Haileselassie,Gebrewold,Zegeye,Yimeru,male,20001019,Addis Ababa,Kolfe - Keran,091-892-7364
rec-00000242-bbb-0,,Kahzay,Hailese1assie,Gebrewold,Zegeye,Yimeru,male,20001019,Addfis Ababa,Kolfe - Keran,091-892-7364
rec-00000243-aaa-0,sS/yy/74H/ck7xb,Amerga,Tizazu,Tigabu,Abera,Gebre,male,19990716,Tigray,Selewa,011-652-7951
rec-00000244-aaa-0,X1/92/b7z/NY7Nt,Sintayehu,Fikadu,Mersha,Hailemariam,Hailemariam,male,19980913,Oromia,Goba Koricha,011-114-1078
rec-00000245-aaa-0,1b/jo/GnP/t6Sor,Awag,Ali,Tessema,Nigusie,Dawit,female,19951218,Oromia,Haro Walabu,091-603-7527
rec-00000246-aaa-0,sD/4h/Cdt/9dbv9,Girmaye,Belete,Endale,Gosera,Mebrate,male,20020413,Amhara,Wegera,058-368-8448
rec-00000247-aaa-0,Zp/Bw/zrX/YU5JA,Ebrahim,Ayalew,Estifanos,Shimekit,Adihana,male,20000303,Oromia,Chiro Zuria,022-133-4540
rec-00000248-aaa-0,AO/WO/DmI/sAB2x,Mulugeta,Bezu,Temamo,Taye,Girma,male,20051207,Oromia,Metu town,091-774-0417
rec-00000248-bbb-0,AO/WO/DmI/sAB2x,Mulujyta,Bezu,Temamo,Taye,Giahma,male,,Oromia,Metu town,091-774-0427
rec-00000249-aaa-0,2k/El/J8t/5vO7l,Gidey,Estifanos,Bedada,Gebremicahel,Bekele,male,19950928,Amhara,Gishe Rabel,022-217-7316
rec-00000250-aaa-0,jR/xn/lBp/Bxfm6,Ermias,Woldemichael,Abate,Atnafe,Addissie,male,20080223,Somali,Dolo Odo,011-651-8826
rec-00000250-bbb-0,jR/xn/lBp/Bxfm6,Ermiaz,Woldemichael,Abate,Atnafe,Addijsie,ma|e,,Somali,Dolo Odo,011-651-8826
rec-00000251-aaa-0,46/Ok/c55/6o17j,Yihenew,Abdulhakim,Ibrahim,Biyazne,Nigussie,male,19960109,Oromia,Jeldu,011-336-5020
rec-00000252-aaa-0,aC/56/wyP/aMVri,Abera,Assefa,Mekonnen,Amdemichael,Tsegaye,male,20051016,SNNP,Gachit,022-890-6723
rec-00000253-aaa-0,Yn/Vq/NDw/KcBbP,Ayalew,Genet,Kebede,Atsbeha,Kelecha,male,19980111,Amhara,Tenta,011-111-7214
rec-00000254-aaa-0,Dq/mL/MPi/upbr5,Kioanu,Mohammud,Anteneh,Sileshi,Solomon,male,19990114,Harari,Abadir,011-275-6431
rec-00000255-aaa-0,jt/S8/jAM/zfGUa,Gebreegziabher,Tsfaye,Zewudie,Baysase,Teferi,male,20050719,SNNP,Burji Special,011-114-8081
rec-00000256-aaa-0,y9/SB/js2/QBemA,Teketel,Getu,Endewaga,Esmael,Getenet,male,19980114,Addis Ababa,Nefas Silk,047-581-9512
rec-00000256-bbb-0,y9/SB/js2/QBemA,Teketel,Gedu,Endeaga,Esmael,,male,19980114,Addi Ababa,Nefas Silk,047-581-9512
rec-00000257-aaa-0,Fr/fN/Jes/8Pjfz,Neserin,Seifu,Mohammed,Getaneh,Teklu,female,19990814,SNNP,Enemor Ener,091-449-7172
rec-00000258-aaa-0,eZ/Gz/KIs/dx1VI,Ahimeo,Zegeye,Alemseged,Kibeb,Gebre,male,20041219,Oromia,Girawa,025-526-5396
rec-00000259-aaa-0,Uu/H2/rZS/hTyYk,Usan,Edris,Yohaleshet,Berhanu,Tikue,male,20040329,Oromia,Mieso,011-277-6184
rec-00000260-aaa-0,Iw/Aj/oLL/UB2A4,Gebretsadik,Aydagn,Taoege,Gebremariam,Hadush,male,19990728,SNNP,Damot Pullasa,098-111-2974
rec-00000260-bbb-0,,Gebretsadik,Aydagn,Taoege,Gebremariam,Hadux,maje,,SNNP,Damot Pullasa,098-111-2974
rec-00000261-aaa-0,1Z/nZ/J20/D5B1E,Berea,Mulushowa,Abebu,Girmaye,Adihana,male,20000607,SNNP,Duna,022-555-2600
rec-00000262-aaa-0,VX/Ad/aDz/IsSsH,Taye,Assefaw,Shiferaw,Tensaew,Menur,male,19970313,Tigray,Mekelle,011-422-1015
rec-00000263-aaa-0,nL/9j/MSN/E31ul,Abdurahman,Reda,Nigatu,Bekele,Gemeda,male,19940202,Addis Ababa,Yeka,091-404-8602
rec-00000264-aaa-0,G4/h1/zea/0HJ4f,Giher,Worke,Degefa,Kassa,Abebe,male,19950507,Sidama,Teticha,057-445-9739
rec-00000264-bbb-0,G4/h1/zea/0HJ4f,Gier,Work,Degefa,Kassa,Abeb,maoe,19950507,Sidama,Teticha,057-445-9739
rec-00000264-bbb-1,G4/h1/zes/0HJ4f,Giher,Worke,Degefa,Kassa,Abebe,maie,199t0507,Sidarna,Teticha,057-445-9739
rec-00000265-aaa-0,CI/8Z/8RG/BmSs4,Abuyie,Tewodros,Gebreyes,Aboulrezak,Dereje,male,19990327,Oromia,Robe Town,047-999-1035
rec-00000265-bbb-0,CI/8Z/8RG/BmSs4,Abuyie,,Gebreyes,Aboulrezak,Dereje,ma1e,1999o327,Oromia,Robe Tosn,047-999-1035
rec-00000266-aaa-0,UA/pT/ElM/gTWko,Gebreselassie,Bekele,Hailemichael,Asfaw,Chewaka,male,20021026,Afar,Chifra,011-652-4795
rec-00000266-bbb-0,UA/pT/ElM/9TWko,Gebreselassie,Bekele,Hailemmichael,Asfeaw,Chewaka,male,,Afar,Chifra,011-652-4795
rec-00000267-aaa-0,MI/l5/Klj/CctE3,Wegenie,Ashenafi,Eshetu,Hassen,Ashagire,female,19970330,SNNP,Tembaro,011-655-1203
rec-00000268-aaa-0,Pd/ra/1JV/o9IYW,Woifen,Aregay,Nebiyu,Araya,Araya,male,20030625,Somali,Mustahil,011-655-2556
rec-00000268-bbb-0,,,Aregai,Nepiyu,Araya,Araya,male,20030625,Somali,Mustahil,011-655-2556
rec-00000269-aaa-0,ug/BC/f7O/8R0ZP,Adanech,Eshake,Abebe,Abel,Mulushowa,female,19950309,Amhara,Semada,011-652-3483
rec-00000270-aaa-0,yz/Co/qB9/DcFvE,Mohammed,Gebrewold,Jimma,Manuhe,Girmay,male,20061110,SNNP,Hosaena town,011-652-6926
rec-00000270-bbb-0,,Mohamned,Gebrewold,Jima,Manuhe,Girmay,make,20061110,SNNP,Hosaena town,011-652-6926
rec-00000271-aaa-0,tU/R3/sZd/lCFOQ,Gebremariam,Endale,Abdurahman,Gezahegne,Wondimu,male,20050117,Tigray,Hintalo,046-233-5858
rec-00000271-bbb-0,tU/R3/sZd/oCFOQ,Gebremariam,Elndale,Abdurahmzn,Gezahegne,Wondimu,ma|e,20050117,Tigray,Hintalo,046-233-5858
rec-00000272-aaa-0,bH/Y5/neQ/dE2hG,Kebede,Teklu,Anteneh,Ayalew,Tekue,male,19980421,Oromia,Ilu,011-652-7140
rec-00000273-aaa-0,Ox/Mk/7A7/HOZUC,Teshome,Bejiga,Mamo,Eticha,Epherem,male,20020713,Oromia,Lude Hitosa,091-863-9736
rec-00000274-aaa-0,NA/tT/w6V/BoWsc,Workineh,Henok,Mola,Workineh,Addise,male,19981121,SNNP,Gesuba town,058-969-1345
rec-00000275-aaa-0,ts/x0/FJ8/o6wMT,Zinet,Asegachew,Bejiga,Esmael,Worke,female,20021104,Amhara,Bure town,033-477-5438
rec-00000276-aaa-0,kL/tW/QD9/7Uu4x,Haileyesus,Usman,Woldemichael,Meles,Bedada,male,19910527,SNNP,Sankura,011-114-1739
rec-00000277-aaa-0,EY/UL/fEf/cz8lv,Abdurehman,Anis,Meles,Biniyam,Manji,male,19950506,Oromia,Dama,011-655-3561
rec-00000277-bbb-0,EY/UL/fEf/cz8lv,Abdurehman,Anis,Meles,Biniyam,Manii,maie,19950506,Oromja,Dama,
rec-00000277-bbb-1,EY/UL/fEf/fz8lv,Abdurehman,Ais,Meles,Biniyam,Manji,male,19950596,Oromoia,Dama,011-655-3561
rec-00000278-aaa-0,34/zn/LVA/PTwSD,Sebele,Deressa,Nigussie,Mamo,Bemnet,female,19970308,Dire Dawa,Addis Ketema (DD),011-403-6415
rec-00000278-bbb-0,34/an/LVA/PTwSD,ebele,Deressa,Nigussie,Mamo,Bemnet,female,,Dire Dawa,Addis Ketwma (DD),011-403-6415
rec-00000279-aaa-0,1A/sg/3os/uWgdz,Mewa,Daniel,Woldeamanuiel,Hassen,Negash,male,19870307,Amhara,Guagusa Shikudad,033-146-1868
rec-00000280-aaa-0,1L/ud/YP8/Ti3Li,Tesfahun,Hassen,Abebe,Nigussie,Tsegaye,male,19941120,Oromia,Merti,025-997-4838
rec-00000280-bbb-0,1L/ud/YP8/Ti3Li,Testfahun,Hassen,Abebe,Nikussie,sTegaye,male,19941120,Oromja,Merti,025-997-4838
rec-00000280-bbb-1,1L/ud/YP8/Ti3Li,Tejfahun,Hassen,Abehe,Nigussie,,male,19941120,Orompia,Merti,025-997-4838
rec-00000281-aaa-0,pA/55/Sfb/PWaoz,Gebeyehu,Fikadu,Asegachew,Legesse,Bekele,male,20090302,Amhara,Ankasha,011-655-8951
rec-00000282-aaa-0,jd/qA/1td/4yWwF,Tumoro,Woldesamuel,Mengistu,Gizaw,Kiflu,male,19951209,Amhara,Ankober,011-390-0294
rec-00000282-bbb-0,jd/qA/1td/4yWwF,Tumoro,Woldesamuel,Mengjstu,Gizaw,Kiflu,ma|e,19951209,Ambara,,011-390-0294
rec-00000283-aaa-0,MZ/mj/s9q/PBzBp,Male,Sirgaga,Tedila,Hajiso,Abdulla,male,20010723,Oromia,Kersa (East Hararge),011-651-6227
rec-00000284-aaa-0,qm/bn/iXx/qrHB8,Ahmed,Assefa,Fanta,Seifu,Tsige,male,19980123,Sidama,Hawassa Zuria,047-693-4724
rec-00000285-aaa-0,6k/q5/tcx/KyNYg,Meressa,Teshome,Gebreegziabeher,Gebisa,Lemma,male,19940621,Addis Ababa,Bole,011-114-2225
rec-00000286-aaa-0,Et/tC/9l0/fITMF,Abebe,Temesgen,Beza,Shekmohamed,Damte,male,19911212,Somali,Bokh,025-195-3363
rec-00000287-aaa-0,jf/RA/6gA/bnTZd,Hintsa,Yosef,Uma,Mafegna,Oegefa,male,19981126,SNNP,Geta,011-651-7134
rec-00000287-bbb-0,jf/RA/6gA/bnTZd,Hintsa,Yosef,Uma,Mafegna,Oegefa,male,,SNP,Ge6a,01q-651-7134
rec-00000288-aaa-0,D3/5N/KSn/ryDAJ,Nuru,Deboch,Gebrearegawi,Tadesse,Admas,male,20050528,Amhara,Lay Armacho,098-119-3447
rec-00000289-aaa-0,pR/Ww/E4k/li2Nf,Jiru,Woldegerima,Woldemariam,Gebreyesus,Endewaga,male,19940220,Oromia,Dugda Dawa,098-111-3184
rec-00000289-bbb-0,pR/Ww/E4k/li2Nf,Jiru,Woltegerima,,Gebreyesus,Endewaga,ma|e,19940220,Oromia,Dugdw Dawa,098-111-3184
rec-00000289-bbb-1,pR/Ww/E4j/li2Nf,Jiru,Woldegerima,Woltemariam,Gebreyesus,Endewaga,,19940220,Oromria,Dugda Dawa,098-111-3184
rec-00000290-aaa-0,g8/mE/pFG/sD3Ij,Agaga,Fetile,Ahimed,Tesfaye,Hailegiorgis,male,19900906,SNNP,Gacho Baba,011-582-3629
rec-00000291-aaa-0,Qw/Y9/gYv/0PjDP,Mehammed,Demena,Seifu,Mengiste,Adamu,male,19970617,SNNP,Wenago,011-359-3126
rec-00000292-aaa-0,jS/4M/Z3l/BTfjf,Gebeyehu,Endris,Kedir,Nardos,Aoem,male,20050716,Oromia,Chiro town,057-148-3244
rec-00000293-aaa-0,tb/E0/2Qo/5jGTt,Demisse,Dema,Meshesha,Daniel,Emishaw,male,19990503,SNNP,Gimbo,025-946-7299
rec-00000294-aaa-0,vc/eK/Y7A/29nTe,Asrat,Getahun,Teklehaimanot,Senbe,Robele,male,19961007,Oromia,Seka Chekorsa,091-179-9257
rec-00000294-bbb-0,vc/eK/Y7A/29nTe,Asrat,Getshun,Teklehaimanot,Senpe,Robel,male,19961007,Oromia,Seka Chekorsa,091-179-i257
rec-00000295-aaa-0,UR/2p/o7d/82bgn,Haregewoin,Tesfaye,Bayu,Daniel,Kelkil,female,20050908,Somali,Dolo Odo,098-119-3577
rec-00000295-bbb-0,,Haregewoin,Tesfaye,Bayu,Dzniel,Kejkil,female,20050908,Somalii,Dolo Odo,098-119-3577
rec-00000296-aaa-0,vj/ar/FkG/2btgE,Aberha,Mekebo,Ashenafi,Woldemariam,Tiruneh,male,20081028,Oromia,Habro,091-152-1159
rec-00000297-aaa-0,TD/8g/Uwo/7aFFZ,Tessema,Adane,Kibrom,Yohannes,Teklu,male,19980526,Somali,Goro Baqaqsa,022-069-7488
rec-00000298-aaa-0,B9/x4/CWF/NNqRA,Abreha,Eshetu,Degefu,Wolde,Denku,male,20000729,SNNP,Dila Zuria,034-873-9472
rec-00000298-bbb-0,B9/x4/CWF/NNqRA,Abrea,Eshetu,Degevu,Wold,Denku,maje,20000729,SNNP,Dila Zuria,034-873-9472
rec-00000299-aaa-0,8h/sO/SyI/nSi8s,Kidisit,Gizachew,Melese,Samueal,Yimer,female,19970828,Amhara,Dejen,091-104-0284
rec-00000300-aaa-0,cG/JT/wA6/ZRxxf,Samuel,Genet,Solomon,Tesfay,Negash,male,20010201,Afar,Samurobi,091-450-5944
rec-00000300-bbb-0,cG/JT/wA6/ZRxxf,Sammy,Gened,Solomon,Tesfayn,Ne9ash,male,20010201,Afar,Samurobi,091-450-5944
rec-00000301-aaa-0,as/Lk/4Pr/hOROF,Gebeyew,Gebresilassei,Tafete,Abate,Wondimagegn,male,19930712,Amhara,Raya Kobo,098-111-5727
rec-00000302-aaa-0,m3/Ea/Ntg/FAXlM,Woldemariam,Shambel,Enanu,Kassahun,Mohammed,male,19910221,SNNP,Durame town,011-549-5077
rec-00000303-aaa-0,Ap/Vr/84U/riuXr,Mamo,Hailemariam,Endris,Dessie,Gebrearegawi,male,19960401,Oromia,Midhaga Tola,011-230-9332
rec-00000303-bbb-0,Ap/Vr/84U/riuXr,,Hailemariam,Endrist,Dessie,Gebrearegawi,male,19960491,Oromia,Midhagz Tola,011-230-9332
rec-00000304-aaa-0,ao/OR/r0c/dZKLK,Tamere,Getachew,Mengist,Goshu,Sewinet,male,19951211,Oromia,Adama Tulu Jido Kombolcha,011-654-1226
rec-00000305-aaa-0,1p/e8/siI/9saM6,Dimese,Tadesse,Asamnew,Yimer,Biyazne,male,19940715,Oromia,Dodota,011-430-1949
rec-00000306-aaa-0,78/mw/6BS/STsSz,Miliate,Nuel,Gebremeskel,Geremew,Dema,female,19941007,Oromia,Alge Sachi,011-111-3510
rec-00000307-aaa-0,r4/55/k3u/Vi8cx,Mekasha,Mola,Tadesse,Shimelis,Abera,male,19960929,Benishangul Gumz,Assosa,058-121-7576
rec-00000308-aaa-0,ah/rf/oUP/wV7xF,Eshete,Eshite,Wonda,Yimen,Sintayehu,male,19950910,SNNP,Wub Ari,011-260-6100
rec-00000309-aaa-0,vK/Rc/cuY/8bnc1,Fesseha,Haso,Tesfamichael,Shiferaw,Mulugeta,male,20010407,Amhara,Dessie town,025-600-3636
rec-00000309-bbb-0,vK/Rc/cuY/8bnc1,Fesswha,,Tesfamichael,Shiferaw,Mulugeta,mal3,20010407,Amara,Dessie town,025-600-3636
rec-00000309-bbb-1,vK/Rc/cuY/8bnc1,Fesseha,Has0,Tesfamichael,Shiferaw,Mulugeta,male,20010407,Anhara,Dessie toen,025-609-3636
rec-00000310-aaa-0,Gj/ou/jUC/l5xqA,Zewude,Sesani,Kebede,Samuel,Lukas,male,20000917,Afar,Bidu,011-466-9476
rec-00000311-aaa-0,yF/3L/5HV/R85GV,Adugna,Bilisuma,Samuel,Gebreegziabeher,Gebretensay,male,19990409,Oromia,Jimma town,091-189-1507
rec-00000311-bbb-0,yF/3L/5HV/R85GV,Atugna,Bilosuma,Samuel,Gebreegziabeher,Gebretensay,malr,19990409,Oromia,Jimma town,091-q89-1507
rec-00000312-aaa-0,4r/oA/fiQ/ycIp0,Gebrearegawi,Yegletu,Tesema,Lema,Wooajo,male,20000819,Oromia,Arsi Negele,091-136-4020
rec-00000312-bbb-0,4r/oA/fiQ/ycIp0,Gebrearegawi,Yegletu,Tes3ma,eLma,Wuajo,male,,Oromia,Arsi Negele,091-136-4020
rec-00000313-aaa-0,xe/YV/X1Z/PFEd1,Cheru,Zeleke,Haile,Shewarega,Tesema,male,20021128,Oromia,Illu Galan,011-114-5578
rec-00000313-bbb-0,xe/YV/X1Z/PFEd1,Cheru,Zeleke,Haile,Sewarega,Tesema,mal4,20022128,Oromia,Illu Gakan,011-114-5578
rec-00000313-bbb-1,xe/YV/X1Z/PFEd1,Ceru,Zeleke,Haile,Shewarega,Tesema,male,200w1128,Ormia,Illu Galan,
rec-00000314-aaa-0,d1/zv/yXu/DVAkb,Meron,Tegenu,Fisseha,Zemenefes,Birhanu,female,20021005,Oromia,Doba,011-114-7934
rec-00000314-bbb-0,d1/zv/yXu/DVAkb,Meron,Tekenu,jisseha,Zemenefs,Birhanu,female,20022005,Oromia,Doba,011-114-7934
rec-00000315-aaa-0,fM/U8/bHG/zluOb,Ayele,Gulech,Abreham,Haftu,Yeshitila,male,20001127,Sidama,Hawasa town,011-654-8312
rec-00000316-aaa-0,mn/xn/VJx/pFL6V,Hassen,Endris,Fanta,Aboeta,Tium,male,20030723,Oromia,Siraro,011-111-2568
rec-00000317-aaa-0,6T/HP/B7I/E8My8,Yonatan,Fresenbet,Muluwerk,Bahre,Kasim,male,20071119,Oromia,Adama Tulu Jido Kombolcha,011-114-6054
rec-00000317-bbb-0,6T/HP/B7I/E8M68,Yonatan,Fresehbet,Muluwerk,Bahre,Kajim,male,20071119,Oromia,Adama Tulu Judo Kombolcha,011-114-6054
rec-00000318-aaa-0,XL/Z5/e7f/sH69M,Lemma,Asefa,Adigo,Gebreyes,Gebretsion,male,20010113,Addis Ababa,Kirkos,011-114-8938
rec-00000318-bbb-0,XL/Z5/e7f/sH69M,Lema,Astefa,Adigo,Gebreyrs,Gebretsion,male,,Addis Ababa,Kirkos,011-114-8938
rec-00000318-bbb-1,XL/Z5/e7f/sH69M,Lema,Asefa,Adigo,Gebryes,Gebretjion,male,20010113,Addis Aloaba,Kirkos,011-114-8938
rec-00000319-aaa-0,pj/sb/UPt/ZiEto,Fitsum,Birhanu,Mola,Mengesha,Endalew,male,20080827,Amhara,Siya Debirna Wayu,057-853-7454
rec-00000320-aaa-0,Fd/v8/xTC/aXrR5,Wolde,Gezahegn,Awol,Yoseph,Weldesenbet,male,20070830,Oromia,Bedeno,057-450-8037
rec-00000320-bbb-0,Fd/v8/xTC/aXrR5,Wolte,Gejahegn,Aol,Yoseph,Weldesenbet,male,20070830,Oromia,,057-450-8037
rec-00000321-aaa-0,IN/fL/hYe/5tShX,Derbie,Legese,Tesema,Miraf,Endewaga,male,19920329,Amhara,Gonder town,098-119-0827
rec-00000322-aaa-0,uF/Yf/VMX/KisXf,Woldegiorgis,Diress,Getachew,Zekariya,Solomon,male,19981103,Amhara,Guagusa Shikudad,011-651-8570
rec-00000323-aaa-0,QH/gG/n18/fMMw5,Abate,Desalegn,Hamid,Tsehaye,Teklegiorgis,male,20000519,SNNP,Welkite town,091-760-0385
rec-00000324-aaa-0,ei/DP/sUY/hxY6f,Beri,Aragaw,Jijo,Yimam,Hailu,female,19990416,Somali,Qada Duma,098-111-4584
rec-00000325-aaa-0,pg/Tz/yfT/TDscr,Ahmed,Gulech,Wibishet,Asemrie,Paulos,male,19960307,SNNP,Shashogo,011-571-6626
rec-00000326-aaa-0,ZT/Co/wNw/vvuIN,Baraki,Birhanu,Negewo,Woldegebriel,Hailegebreiel,male,19971212,Amhara,Gishe Rabel,047-258-0259
rec-00000327-aaa-0,CJ/mD/MiM/5loKG,Adane,Eyob,Zemenefes,Manuhe,Kassa,male,19970629,Amhara,Jabi Tehnan,011-504-9933
rec-00000328-aaa-0,5K/r3/icG/GHRVB,Zewditiu,Fresenbet,Aiazar,Takele,Mengistu,female,20000616,Oromia,Nejo,091-476-6740
rec-00000329-aaa-0,zl/Tn/Jmk/0DS4l,Mulat,Deressa,Abera,Woldeselase,Habte,male,20011201,Oromia,Sibu Sire,011-114-4187
rec-00000329-bbb-0,zl/Tn/Jmk/0DS4l,Mulat,Deressa,Abera,Woldezelase,Habde,male,200q1201,Oromia,Sibi Sire,011-114-4187
rec-00000330-aaa-0,VR/Ej/t12/UydJl,Adisu,Mamo,Tesfaye,Eshetu,Gutema,male,20071112,Oromia,Gasera,046-084-2094
rec-00000331-aaa-0,N2/E5/LD5/3K4uh,Asres,Kiflom,Woldemariam,Gebre,Tesfaye,male,19970325,Oromia,Ayira,091-869-6627
rec-00000331-bbb-0,N2/E5/LD5/3K4uh,sres,Kifkom,Woldemariam,Gebre,Tesfaye,male,19970324,Oroumia,Ayira,091-869-6627
rec-00000331-bbb-1,N2/E5/LD5/3K4uh,Asres,Kivlom,Woldemaryam,Gebre,Tesfaye,male,,Oromia,Ayira,091-869-y627
rec-00000332-aaa-0,Yk/TS/H0J/E2McX,Helen,Assefa,Birhanu,Bayu,Nuh,female,19951128,Amhara,Debark,011-655-1366
rec-00000333-aaa-0,Hc/Ib/uSb/81UB0,Asgedom,Gedion,Yihidago,Gebre,Jibril,male,19950619,SNNP,Wera,091-675-8011
rec-00000334-aaa-0,S0/HP/5va/vkgPD,Worku,Deneke,Bishaw,Hassen,Addisu,male,19930807,Amhara,Senan,011-536-9904
rec-00000335-aaa-0,U8/HA/vYQ/Qkj0l,Hailemichael,Alemayehu,Emishaw,Abdela,Yohannes,male,20001227,Oromia,Ejere /Addis Alem,058-748-9085
rec-00000336-aaa-0,19/4Y/kVG/vOLWT,Addisu,Gebreegzi,Mesfin,Terefe,Berea,male,20070525,Amhara,Debre Elias,047-147-7955
rec-00000337-aaa-0,Fv/v1/JCZ/9NR8p,Shewit,Yosef,Woldeyes,Lewfie,Tewolde,male,20000706,SNNP,Decha,011-114-2838
rec-00000338-aaa-0,Ti/yH/XSY/wDbHx,Gebremichael,Tadios,Getinet,Gidey,Hurssa,male,20050713,Amhara,Menze Mama Midir,091-406-9993
rec-00000338-bbb-0,Ti/yH/XSY/wDbHx,Gepremichael,Tadios,Getinet,Gidey,Hurssa,maoe,20050713,Ambara,Menze Mama Midir,091-406-9i93
rec-00000338-bbb-1,Ti/yH/XSY/vvDbHx,Gepremichael,Tadios,Getinet,Gidey,Hurjsa,male,20050713,Amhara,Menze Mama Midir,091-406-999w
rec-00000339-aaa-0,Gh/Y0/Emp/MIrcL,Meron,Fitwi,Kibeb,Nega,Bereka,female,19971125,Afar,Amibara,091-405-1880
rec-00000340-aaa-0,gW/l4/XGc/ESHC9,Gebrearegawi,Kitila,Endebilhatu,Yonas,Gebreegziabher,male,20031028,Tigray,Adet,058-741-9111
rec-00000340-bbb-0,gW/l4/XGc/ESHC9,,Kidila,Entebilhatu,Yonas,Gebreegziabher,male,20031028,,Adet,058-741-9111
rec-00000341-aaa-0,51/Up/Eq0/pT4jG,Simegnsh,Alemu,Gebremariam,Kifetew,Mohammed,female,20060716,Sidama,Bensa,091-404-3323
rec-00000342-aaa-0,qj/UG/vCC/Unh4C,Atakilti,Milion,Abadi,Gebisa,Yirgu,male,20020428,Oromia,Ilu,098-111-2148
rec-00000342-bbb-0,qj/UG/cCC/Unh4C,Atakilti,Milion,Abadi,Gebiza,Yiahgu,male,20020428,Oromia,,098-111-2148
rec-00000342-bbb-1,,Atakilti,Milion,Apadi,Gebisa,Yirgu,ma|e,,Oromia,Ilu,098-111-2148
rec-00000343-aaa-0,G2/dU/49v/fzv4K,Solomon,Gidey,Gebretekle,Woldearegay,Girmay,male,20051120,Sidama,Bilate Zuria,091-139-5599
rec-00000343-bbb-0,G2/dU/49v/fzv4K,Solomon,Gidey,Gebretekie,Woldearegay,Girmay,ma|e,20051q20,Sidama,Bilate Zuria,091-13o-5599
rec-00000343-bbb-1,,Solomln,Gidey,Gebretekoe,Woldearegay,Girmay,male,20051120,Siclama,Bilate Zuria,091-139-5599
